iter	MultiClass
232	0.09304419897
233	0.09280265279
234	0.0925132135
235	0.09227843677
236	0.09213069655
237	0.09180438503
238	0.09162901222
239	0.0914802309
240	0.09123438969
241	0.09093958883
242	0.09064484754
243	0.09050195262
244	0.09025117338
245	0.09010035308
246	0.08976527739
247	0.08960433777
248	0.08939892775
249	0.08915923131
250	0.08900465724
251	0.08875379177
252	0.08827759336
253	0.08773143737
254	0.08752555062
255	0.08719944865
256	0.08688612668
257	0.08665336074
258	0.08589916185
259	0.08575659454
260	0.08543543162
261	0.08503824912
262	0.08483914604
263	0.08455202309
264	0.08437423705
265	0.084084006
266	0.08379243746
267	0.08350897815
268	0.0830956816
269	0.08281932646
270	0.08251832029
271	0.08219515988
272	0.08187866442
273	0.08136158324
274	0.0811991334
275	0.08065747564
276	0.08049598241
277	0.0802210556
278	0.07985715759
279	0.07962995493
280	0.0795107314
281	0.07935569665
282	0.07919221325
283	0.07899703206
284	0.07884238686
285	0.0787520895
286	0.07845345439
287	0.07794449962
288	0.0776691169
289	0.07731102584
290	0.07697400323
291	0.07664929021
292	0.07626072862
293	0.07609147352
294	0.07577328878
295	0.07561625142
296	0.07528313031
297	0.07508699687
298	0.07480988526
299	0.07456729166
300	0.074378278
301	0.074169259
302	0.07377501682
303	0.07359557846
304	0.07349604047
305	0.07331261111
306	0.07305479982
307	0.07295885077
308	0.07257179458
309	0.07236217873
310	0.07229243329
311	0.07209654437
312	0.07199040387
313	0.07182257325
314	0.07164899095
315	0.0713773678
316	0.07113784919
317	0.07093242873
318	0.07068796338
319	0.07059889145
320	0.07043254725
321	0.07028925474
322	0.07021754226
323	0.06994984977
324	0.06963003201
325	0.0694114333
326	0.06917987287
327	0.0689449886
328	0.06850458527
329	0.068002001
330	0.06778981677
331	0.06761150005
332	0.06745572541
333	0.0673258375
334	0.067211681
335	0.06693570846
336	0.06671045872
337	0.06658581885
338	0.06646956939
339	0.06620885773
340	0.06603257952
341	0.06583016618
342	0.06567822274
343	0.06534251195
344	0.06509917455
345	0.06492504777
346	0.06467328886
347	0.06444101364
348	0.06428681958
349	0.06409703424
350	0.06387253699
351	0.06374232031
352	0.06355440209
353	0.06330724181
354	0.06309161988
355	0.0628864887
356	0.06243375698
357	0.06222672323
358	0.06206840684
359	0.06195871279
360	0.06176077921
361	0.06157456948
362	0.06144752703
363	0.06125234281
364	0.06108480329
365	0.06097219865
366	0.06066861403
367	0.06059675668
368	0.06040416226
369	0.06025702471
370	0.06012342417
371	0.05993512863
372	0.05985637511
373	0.05975459318
374	0.05952511147
375	0.05929514111
376	0.05912447744
377	0.05897067384
378	0.05886479382
379	0.0585476711
380	0.05835432751
381	0.05819447814
382	0.05809061881
383	0.05779151005
384	0.05765034269
385	0.05752834329
386	0.05738075177
387	0.05730181757
388	0.0570716075
389	0.05698862046
390	0.05674822972
391	0.05662612536
392	0.05649624456
393	0.056298726
394	0.05613305643
395	0.05601356764
396	0.05585979771
397	0.05563979577
398	0.05548901843
399	0.05530490433
400	0.05521597016
401	0.05504640122
402	0.05489823623
403	0.05455915487
404	0.05437217028
405	0.05428951838
406	0.05416876872
407	0.05409098205
408	0.05392697678
409	0.05377765423
410	0.05361014109
411	0.05352117911
412	0.05336182037
413	0.05326610226
414	0.05320581949
415	0.053023865
416	0.05284753614
417	0.05272254875
418	0.05261407281
419	0.05251605673
420	0.05239705119
421	0.05228431238
422	0.05217359137
423	0.05206564994
424	0.05187267397
425	0.0517715329
426	0.05168296584
427	0.05154088411
428	0.0513091277
429	0.05115711815
430	0.05094097154
431	0.05080138308
432	0.0506780824
433	0.05057831641
434	0.05041869282
435	0.050339262
436	0.05023954399
437	0.05013669494
438	0.05001519362
439	0.04982906376
440	0.04961147793
441	0.04952758266
442	0.04942234587
443	0.04925726511
444	0.04913807046
445	0.04900708368
446	0.04889769472
447	0.04882603519
448	0.04864138187
449	0.04852870906
450	0.04833576573
451	0.04814167222
452	0.04804530168
453	0.04784618689
454	0.04765555794
455	0.04751893438
456	0.04744191288
457	0.04731738139
458	0.04722827477
459	0.04704609461
460	0.04694758552
461	0.04681327252
462	0.04669740005
463	0.04663149948
464	0.04654511371
465	0.04643962922
466	0.04633896844
467	0.04623974195
468	0.04619390068
469	0.04603558154
470	0.04592380535
471	0.04574847057
472	0.0456585475
473	0.04556976001
474	0.04543026695
475	0.04536279912
476	0.04524529139
477	0.0450259335
478	0.04495578601
479	0.04487937082
480	0.04482653412
481	0.0447591607
482	0.04460542426
483	0.04453201243
484	0.0444809051
485	0.04441231042
486	0.04435940623
487	0.04423357626
488	0.04413747609
489	0.04399950434
490	0.04392838899
491	0.04386197013
492	0.04369867135
493	0.04350939756
494	0.04342992708
495	0.04329840347
496	0.04315288671
497	0.0430077802
498	0.04290133689
499	0.04283575802
500	0.0426736328
501	0.04259613321
502	0.04250123949
503	0.04227351442
504	0.04221817109
505	0.04218934657
506	0.04201439721
507	0.04196154292
508	0.04183995301
509	0.04177005397
510	0.04174904733
511	0.04163132487
512	0.04152538528
513	0.04137926741
514	0.04127719784
515	0.04117540004
516	0.04096456535
517	0.04091350822
518	0.04088154424
519	0.04074243324
520	0.04068047749
521	0.04050740077
522	0.04045891657
523	0.04038185372
524	0.04022865947
525	0.04020358545
526	0.04004382994
527	0.03996885598
528	0.03986206906
529	0.03976276444
530	0.03969100886
531	0.03962533419
532	0.03954726604
533	0.03945163886
534	0.03938266785
535	0.03930327107
536	0.03923739247
537	0.03915022401
538	0.0390018122
539	0.03894924784
540	0.03888489308
541	0.03879850702
542	0.03875302691
543	0.03866796116
544	0.0385317949
545	0.03840966186
546	0.03835432697
547	0.03829236249
548	0.03814509218
549	0.03809521916
550	0.03803799524
551	0.03796826988
552	0.03783788606
553	0.03778199392
554	0.03765770754
555	0.03759672442
556	0.03744477904
557	0.03727872632
558	0.03722287391
559	0.03716790262
560	0.03704053795
561	0.03695129534
562	0.03683176255
563	0.03677862691
564	0.03673020177
565	0.0366576767
566	0.03653671612
567	0.03639179998
568	0.03628185971
569	0.03624986378
570	0.03617065357
571	0.03607123056
572	0.03600794746
573	0.03589728882
574	0.03586128151
575	0.03575619735
576	0.03560549318
577	0.03546908101
578	0.03535789981
579	0.03527769689
580	0.03517442808
581	0.0350481577
582	0.03499254033
583	0.03488890189
584	0.0348313241
585	0.03479808296
586	0.03470983947
587	0.03459554648
588	0.03452562031
589	0.03444407945
590	0.03434753015
591	0.03430469851
592	0.03422902218
593	0.03418210581
594	0.03409353054
595	0.03401552902
596	0.03398071478
597	0.03386689871
598	0.03383735761
599	0.03373923382
600	0.03370377043
601	0.03366647148
602	0.03357627615
603	0.03350198445
604	0.03343663185
605	0.03336528425
606	0.03324959458
607	0.03315327118
608	0.03309300738
609	0.03302199528
610	0.03293100906
611	0.03288261658
612	0.03277016238
613	0.03273397367
614	0.03266395554
615	0.03263083766
616	0.03257887312
617	0.03253247606
618	0.03245521661
619	0.03238800992
620	0.03228619459
621	0.0322335172
622	0.03213759063
623	0.03203700269
624	0.03195606289
625	0.03188002727
626	0.03184632763
627	0.03181090134
628	0.03173131186
629	0.03166226599
630	0.03153995008
631	0.03149289221
632	0.0314124696
633	0.03138783806
634	0.03133839104
635	0.03130337509
636	0.03122630757
637	0.03116404706
638	0.0310609899
639	0.03096870893
640	0.03092530586
641	0.03087766717
642	0.03085503407
643	0.03076792625
644	0.03071116936
645	0.03067559258
646	0.03060439046
647	0.03054894471
648	0.03047935432
649	0.03042201712
650	0.03040780181
651	0.03032160084
652	0.03026220848
653	0.03019194797
654	0.0301387132
655	0.03009032016
656	0.03000255486
657	0.02993645477
658	0.02992259115
659	0.02989744627
660	0.02985263155
661	0.02981314885
662	0.02976889304
663	0.0297104905
664	0.02965357834
665	0.02961981609
666	0.02953814786
667	0.02948712607
668	0.02945636135
669	0.02940728902
670	0.0293437255
671	0.02929171426
672	0.02923866981
673	0.02916033866
674	0.02905013686
675	0.02902327761
676	0.02899322008
677	0.02893041831
678	0.02886469405
679	0.02879014789
680	0.02874307807
681	0.02871491401
682	0.02865982075
683	0.02861433332
684	0.02856784285
685	0.02852754553
686	0.02842651806
687	0.028363586
688	0.02833605732
689	0.02826160958
690	0.02818070342
691	0.02808620269
692	0.02802660832
693	0.02795348623
694	0.02786145844
695	0.02781672347
696	0.02777076202
697	0.02771532923
698	0.0276356196
699	0.02761422338
700	0.02756354352
701	0.02751943788
702	0.02750523169
703	0.02743463647
704	0.02739169934
705	0.02735590651
706	0.02732581089
707	0.02724699522
708	0.02720586785
709	0.02714180914
710	0.02708948741
711	0.0270455238
712	0.02699990911
713	0.02692488205
714	0.02689685767
715	0.02683501103
716	0.02680516313
717	0.02677381668
718	0.02672255049
719	0.02666054575
720	0.0266126841
721	0.02656590471
722	0.02654994373
723	0.02641453102
724	0.02635618986
725	0.02627056398
726	0.02621819501
727	0.02615487236
728	0.02612473292
729	0.02607262873
730	0.02603162603
731	0.02599346477
732	0.02592299163
733	0.02586920965
734	0.02580579704
735	0.02577595677
736	0.02575562702
737	0.02571379578
738	0.0256667078
739	0.02564706892
740	0.02559100265
741	0.02556893918
742	0.02549587663
743	0.02546959848
744	0.02541701067
745	0.02538201005
746	0.02533748065
747	0.02527195048
748	0.02518424668
749	0.02513848662
750	0.02510658191
751	0.02507163481
752	0.02497064953
753	0.02490518801
754	0.02482363165
755	0.02478927619
756	0.02475427288
757	0.02469360499
758	0.02465507267
759	0.02461778478
760	0.02456521085
761	0.02449839667
762	0.02442343243
763	0.02437538165
764	0.02430905191
765	0.02424896119
766	0.02418097426
767	0.02413948633
768	0.02409084796
769	0.0240249463
770	0.02400630374
771	0.02394538309
772	0.02392757695
773	0.02390068871
774	0.02386697756
775	0.02384014302
776	0.02378504232
777	0.02375544045
778	0.02370581095
779	0.02358769147
780	0.02353379642
781	0.02345828367
782	0.02344284036
783	0.02341721783
784	0.02337521322
785	0.02330871833
786	0.02328925493
787	0.02324868678
788	0.02318891691
789	0.02315243363
790	0.02313307017
791	0.02310081177
792	0.0230637086
793	0.02301753333
794	0.02296149057
795	0.02292532033
796	0.02285795774
797	0.02281837491
798	0.02278209354
799	0.02274097706
800	0.02268774308
801	0.02260231716
802	0.02256742411
803	0.02253819647
804	0.02247264464
805	0.02241423749
806	0.02235243787
807	0.02229822125
808	0.02227147358
809	0.02222533987
810	0.02217939383
811	0.02211990857
812	0.02207039232
813	0.02203330037
814	0.02200805877
815	0.02197360577
816	0.02194262651
817	0.02192216057
818	0.02189389623
819	0.02185574228
820	0.02180315103
821	0.02176602096
822	0.02173626032
823	0.0217069402
824	0.0216640098
825	0.02162936246
826	0.0216044584
827	0.02158908478
828	0.02155537449
829	0.0215064113
830	0.02149318214
831	0.02146409238
832	0.02143898169
833	0.02134256582
834	0.02132059272
835	0.02126729756
836	0.02124078275
837	0.02119733902
838	0.02116569449
839	0.02113057398
840	0.02111377277
841	0.02104471454
842	0.02103426386
843	0.02102376611
844	0.02099886838
845	0.02097428263
846	0.0209565486
847	0.02092273557
848	0.02089860455
849	0.02084865422
850	0.02079261175
851	0.0207447761
852	0.02071944944
853	0.0207044002
854	0.02066265198
855	0.02062802627
856	0.02059769947
857	0.02055854623
858	0.02054314399
859	0.02049798204
860	0.02048252003
861	0.02043243214
862	0.02039329094
863	0.02034059485
864	0.02031359995
865	0.02029762825
866	0.02027678639
867	0.02023927758
868	0.0202178359
869	0.02018754605
870	0.02015442065
871	0.02013450188
872	0.02009644203
873	0.02006349807
874	0.02001420863
875	0.01998874666
876	0.01995122021
877	0.0199096929
878	0.01988176582
879	0.01984449006
880	0.01981777629
881	0.01980557014
882	0.01979401406
883	0.01975425983
884	0.01971228927
885	0.01968122059
886	0.01963667438
887	0.01958959423
888	0.01955576536
889	0.0194864925
890	0.01946343429
891	0.01944263764
892	0.01942658863
893	0.01939574883
894	0.01935193407
895	0.0193223067
896	0.01929679676
897	0.01926067508
898	0.01923095685
899	0.0191952661
900	0.0191594793
901	0.01911223581
902	0.01908408353
903	0.01905745826
904	0.01903564393
905	0.01899974368
906	0.01897732551
907	0.0189551312
908	0.01891975133
909	0.0188838042
910	0.01886000693
911	0.01882676819
912	0.01876836403
913	0.01875073427
914	0.01871724113
915	0.01868301572
916	0.01865881915
917	0.01862909947
918	0.01860871319
919	0.01858388545
920	0.01856212303
921	0.01852944813
922	0.01850042595
923	0.01848578854
924	0.01846772197
925	0.018452439
926	0.01841097926
927	0.01838982013
928	0.01837502608
929	0.01835387978
930	0.01832716693
931	0.01829970895
932	0.01828376886
933	0.01826323271
934	0.01820957657
935	0.01818967367
936	0.01817341706
937	0.01815217434
938	0.01812808708
939	0.01809957192
940	0.01806871664
941	0.01803182766
942	0.01800379813
943	0.01796119035
944	0.01793731612
945	0.01790026211
946	0.0178701529
947	0.0178472693
948	0.01784157546
949	0.0178167184
950	0.01777203261
951	0.01775129404
952	0.01772845413
953	0.01770641452
954	0.01768423004
955	0.01765719937
956	0.01763415838
957	0.01761741041
958	0.01758112093
959	0.01756755166
960	0.0175544457
961	0.01753771234
962	0.01751879791
963	0.01747566564
964	0.01741793677
965	0.01737928567
966	0.01732614923
967	0.01729224425
968	0.01726607443
969	0.01723360539
970	0.01721446861
971	0.01718977633
972	0.01716728237
973	0.01714111982
974	0.01712936394
975	0.01711403399
976	0.01708547905
977	0.0170793681
978	0.01706354861
979	0.01702863066
980	0.01699497327
981	0.01698518554
982	0.01695557035
983	0.01693400957
984	0.01690602262
985	0.01688450148
986	0.01682807728
987	0.01679609892
988	0.01678096602
989	0.01677070615
990	0.01673408975
991	0.0166972232
992	0.01664687554
993	0.01663058199
994	0.01661604587
995	0.01659889528
996	0.01656913016
997	0.01655844536
998	0.01654008502
999	0.01651879855
